"election_dt","county_name","contest_name","name_on_ballot","first_name","middle_name","last_name","name_suffix_lbl","nick_name","candidacy_dt","party_contest","party_candidate","is_unexpired","has_primary","is_partisan","vote_for","term"
"11/07/2017","GREENE","TOWN OF WALSTONBURG TOWN COMMISSIONER","Ronald Turner","RONALD","JAMES","TURNER","","","07/26/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GREENE","MAURY SANITARY LAND DISTRICT BOARD MEMBER","Julian Jones, Jr","JULIAN","","JONES","JR","","07/20/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","GREENE","MAURY SANITARY LAND DISTRICT BOARD MEMBER","Triva S. Mason","TRIVA","SHEPPARD","MASON","","","07/21/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","GREENE","MAURY SANITARY LAND DISTRICT BOARD MEMBER","Henry Pasour","HENRY","ALVIN","PASOUR","","","07/12/2017","","","FALSE","FALSE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO MAYOR","John T. Brown","JOHN","TAFT","BROWN","","","07/07/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO MAYOR","Diane Moffett","DIANE","LENORE","MOFFETT","","","07/17/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO MAYOR","Nancy Barakat Vaughan","NANCY","BARAKAT","VAUGHAN","","","07/18/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Marikay Abuzuaiter","MARY","SANDERS","ABUZUAITER","","MARIKAY","07/07/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Irving David Allen","IRVING","DAVID","ALLEN","","","07/20/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","M. A. Bakie","MOHAMED","ABDUL","BAKIE","","","07/18/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Michael L. (Mike) Barber","MICHAEL","LEWIS","BARBER","","MIKE","07/11/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","T. Dianne Bellamy-Small","T","DIANNE","BELLAMY-SMALL","","","07/21/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Jodi Bennett-Bradshaw","JODI","ANN","BENNETT-BRADSHAW","","","07/07/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Tijuana B. Hayes","TIJUANA","B","HAYES","","","07/13/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Sylvine Hill","TAKNEQUA","SYLVINE","HILL","","","07/19/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","James Ingram","JAMES","THOMAS","INGRAM","III","","07/21/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Dan Jackson","DANIEL","HOLT","JACKSON","","DAN","07/21/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Yvonne J. Johnson","YVONNE","J","JOHNSON","","","07/07/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Michelle Kennedy","TRACEY","MICHELLE","KENNEDY","","","07/21/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Andy Nelson","CHARLES","ANTHONY","NELSON","","ANDY NELSON","07/14/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Lindy Perry-Garnette","LINDY","K","PERRY-GARNETTE","","","07/20/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL AT-LARGE","Dave Wils","DAVID","HENRY","WILS","","DAVE","07/07/2017","","","FALSE","TRUE","FALSE","3","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 1","Sharon Hightower","SHARON","MELVIN","HIGHTOWER","","","07/07/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 1","Devin King","DEVIN","RYAN","KING","","","07/21/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 1","Charles Patton, Jr.","CHARLES","GRADY","PATTON","JR","","07/20/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 1","Paula Ritter-Lipscomb","PAULA","","RITTER-LIPSCOMB","","","07/11/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 2","Felicia Angus","FELICIA","KERSEY","ANGUS","","","07/10/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 2","C. J. Brinson","CLETIS","JOHN ALLEN","BRINSON","","","07/07/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 2","Jim Kee","JAMES","WARREN","KEE","JR","JIM KEE","07/14/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 2","Tim Vincent","VINSON","TIMOTHY","VINCENT","","TIM","07/07/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 2","Goldie Wells","GOLDIE","FRINKS","WELLS","","","07/21/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 3","Antuan Marsh","ANTUAN","MAURICE","MARSH","","","07/21/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 3","Craig Martin","CRAIG","ALEXANDER","MARTIN","","","07/20/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 3","Payton McGarry","KAILIN","PAIGE","MCGARRY","","PAYTON","07/21/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 3","Justin Outling","JUSTIN","NATHANIEL","OUTLING","","","07/07/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 4","Andrew Belford","ANDREW","STEPHEN","BELFORD","","","07/21/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 4","Nancy Hoffmann","NANCY","J","HOFFMANN","","","07/07/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 4","Gary Kenton","GARY","SCOTT","KENTON","","","07/17/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 5","Salvatore Leone","SALVATORE","","LEONE","","","07/10/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 5","Tanner Lucas","TANNER","NEIL","LUCAS","","","07/12/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 5","Tammi Thurm","TAMMI","ZUCKER","THURM","","","07/07/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF GREENSBORO CITY COUNCIL DISTRICT 5","Tony Wilkins","TONY","GENE","WILKINS","","","07/14/2017","","","FALSE","TRUE","FALSE","1","4"
"10/10/2017","GUILFORD","CITY OF HIGH POINT MAYOR","Bruce Davis","BRUCE","EDWARD","DAVIS","SR","","07/07/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT MAYOR","James (Jim) Davis","JAMES","CARL","DAVIS","","JIM","07/12/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT MAYOR","Jay W. Wagner","JAY","WAYNE","WAGNER","","","07/10/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL AT-LARGE","Mary Lou Andrews Blakeney","MARY","ANDREWS","BLAKENEY","","","07/20/2017","","","FALSE","TRUE","FALSE","2","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL AT-LARGE","Cynthia (Cindy) Davis","CYNTHIA","YVONNE","DAVIS","","CINDY","07/21/2017","","","FALSE","TRUE","FALSE","2","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL AT-LARGE","Daniel Gardner","DANIEL","CHRISTOPHER","GARDNER","","","07/13/2017","","","FALSE","TRUE","FALSE","2","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL AT-LARGE","Michael A. Holmes","MICHAEL","ANTHONY","HOLMES","","","07/14/2017","","","FALSE","TRUE","FALSE","2","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL AT-LARGE","Britt W. Moore","BRITT","WHITE","MOORE","","","07/21/2017","","","FALSE","TRUE","FALSE","2","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL AT-LARGE","Sarah Jane Otte","SARAH","JANE","OTTE","","","07/18/2017","","","FALSE","TRUE","FALSE","2","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL AT-LARGE","Don Scarborough","DONALD","ALAN","SCARBOROUGH","","DON SCARBOROUGH","07/07/2017","","","FALSE","TRUE","FALSE","2","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 4","Jim Bronnert","JAMES","MICHAEL","BRONNERT","","JIM","07/10/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 4","Wesley Hudson","SAMUEL","WESLEY","HUDSON","","","07/11/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 4","Jody W. Kearns","JODY","WHITMAN","KEARNS","","","07/20/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 5","Vic Jones","VICTOR","A","JONES","","VIC","07/07/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 5","Deric D. Stubbs, Sr.","DERIC","DERON","STUBBS","SR","","07/07/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 5","Chris Whitley","M","CHRIS","WHITLEY","","","07/19/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","TOWN OF JAMESTOWN MAYOR","Robert Edward Frederick","ROBERT","EDWARD","FREDERICK","","","07/12/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","TOWN OF JAMESTOWN MAYOR","Lynn Montgomery","SHARON","LYNN","MONTGOMERY","","","07/07/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","TOWN OF JAMESTOWN MAYOR","Keith L. Volz","KEITH","L","VOLZ","","","07/17/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF BURLINGTON MAYOR","Ian Baltutis","IAN","THOMAS","BALTUTIS","","","07/07/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF BURLINGTON MAYOR","Craig W. Deaton","CRAIG","WEBB","DEATON","II","","07/19/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF BURLINGTON MAYOR","Celo Faucette","CELO","IRINGTON","FAUCETTE","","","07/10/2017","","","FALSE","TRUE","FALSE","1","2"
"10/10/2017","GUILFORD","CITY OF BURLINGTON COUNCIL","Jim Butler","JAMES","BRYAN","BUTLER","","JIM","08/14/2017","","","FALSE","TRUE","FALSE","2","4"
"10/10/2017","GUILFORD","CITY OF BURLINGTON COUNCIL","Yvette Gaboury","LUZ","YVETTE","GABOURY","","YVETTE","07/07/2017","","","FALSE","TRUE","FALSE","2","4"
"10/10/2017","GUILFORD","CITY OF BURLINGTON COUNCIL","Taylor Jones","TAYLOR","ELWOOD","JONES","","","07/11/2017","","","FALSE","TRUE","FALSE","2","4"
"10/10/2017","GUILFORD","CITY OF BURLINGTON COUNCIL","Patrick Mills","PATRICK","STEPHEN","MILLS","","","07/07/2017","","","FALSE","TRUE","FALSE","2","4"
"10/10/2017","GUILFORD","CITY OF BURLINGTON COUNCIL","Harold Owen","HAROLD","THOMAS","OWEN","","","07/20/2017","","","FALSE","TRUE","FALSE","2","4"
"10/10/2017","GUILFORD","CITY OF BURLINGTON COUNCIL","John Thorpe","JEAN-MYCHAL","","THORPE","","JOHN","07/20/2017","","","FALSE","TRUE","FALSE","2","4"
"10/10/2017","GUILFORD","CITY OF BURLINGTON COUNCIL","Joe Tickle","JOE","ALFRED","TICKLE","","","07/14/2017","","","FALSE","TRUE","FALSE","2","4"
"11/07/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 1","Willie H. Davis","WILLIE","HEATH","DAVIS","","","07/14/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 1","Jeff Golden","JEFFREY","JEROME","GOLDEN","","JEFF","07/11/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 2","David M. Bagley","DAVID","MATTHEW","BAGLEY","","","07/21/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 2","Christopher (Chris) Williams","CHRISTOPHER","","WILLIAMS","","CHRIS WILLIAMS","07/07/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 3","Megan Longstreet","MEGAN","ELAINE","LONGSTREET","","","07/13/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 3","Monica Peters","MONICA","LEA","PETERS","","","07/10/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","CITY OF HIGH POINT CITY COUNCIL WARD 6","Jason P. Ewing","JASON","PATRICK","EWING","","","07/11/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","TOWN OF JAMESTOWN TOWN COUNCIL","John Capes","JOHN","LOUIS","CAPES","","","07/18/2017","","","FALSE","FALSE","FALSE","4","2"
"11/07/2017","GUILFORD","TOWN OF JAMESTOWN TOWN COUNCIL","Georgia S. Nixon","GEORGIA","S","NIXON","","","07/17/2017","","","FALSE","FALSE","FALSE","4","2"
"11/07/2017","GUILFORD","TOWN OF JAMESTOWN TOWN COUNCIL","Rebecca Mann Rayborn","REBECCA","MANN","RAYBORN","","","07/07/2017","","","FALSE","FALSE","FALSE","4","2"
"11/07/2017","GUILFORD","TOWN OF JAMESTOWN TOWN COUNCIL","Pete Resh","PETER","WADE","RESH","","PETE","07/18/2017","","","FALSE","FALSE","FALSE","4","2"
"11/07/2017","GUILFORD","TOWN OF JAMESTOWN TOWN COUNCIL","Lawrence C. Straughn","LAWRENCE","CALVIN","STRAUGHN","","","07/07/2017","","","FALSE","FALSE","FALSE","4","2"
"11/07/2017","GUILFORD","TOWN OF JAMESTOWN TOWN COUNCIL","Martha Stafford Wolfe","MARTHA","STAFFORD","WOLFE","","","07/17/2017","","","FALSE","FALSE","FALSE","4","2"
"11/07/2017","GUILFORD","TOWN OF PLEASANT GARDEN MAYOR","Gerald Roger Pike, Jr.","GERALD","ROGER","PIKE","JR","","07/21/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","TOWN OF PLEASANT GARDEN MAYOR","Carla Strickland","CARLA","M","STRICKLAND","","","07/07/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","TOWN OF PLEASANT GARDEN TOWN COUNCIL","Chris Johnson","CHRISTINE","M","JOHNSON","","CHRIS","07/21/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF PLEASANT GARDEN TOWN COUNCIL","Jamie Lockhart","HARRY","JAMES","LOCKHART","JR","JAMIE","07/20/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF PLEASANT GARDEN TOWN COUNCIL","Dean Maddox","LARRY","DEAN","MADDOX","","DEAN","07/18/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF PLEASANT GARDEN TOWN COUNCIL","Bettye Young-Stewart","BETTYE","","YOUNG-STEWART","","","07/21/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF SEDALIA TOWN COUNCIL","Ophelia Jones","OPHELIA","R","JONES","","","07/17/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","GUILFORD","TOWN OF SEDALIA TOWN COUNCIL","Shinita Wrenwick","SHINITA","SHIPP","WRENWICK","","","07/12/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","GUILFORD","TOWN OF OAK RIDGE TOWN COUNCIL","Jim Kinneman","JAMES","ALLEN","KINNEMAN","","JIM","07/12/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF OAK RIDGE TOWN COUNCIL","Patti Paslaru","PATRICIA","ANN","PASLARU","","PATTI PASLARU","07/12/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF OAK RIDGE TOWN COUNCIL","Ann Schneider","ANN","K","SCHNEIDER","","","07/12/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF OAK RIDGE TOWN COUNCIL","Mike Stone","MICHAEL","JAY","STONE","","MIKE","07/07/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF STOKESDALE MAYOR","Frank Bruno","FRANK","ANTHONY","BRUNO","","","07/13/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","GUILFORD","TOWN OF STOKESDALE MAYOR","John Flynt","JOHNNIE","WELLONS","FLYNT","","JOHN","07/19/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","GUILFORD","TOWN OF STOKESDALE TOWN COUNCIL","Thearon Hooks, Jr.","THEARON","GRIFFIN","HOOKS","JR","","07/20/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","GUILFORD","TOWN OF STOKESDALE TOWN COUNCIL","Eric A. Lowe","ERIC","ALLEN","LOWE","","","07/21/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","GUILFORD","TOWN OF STOKESDALE TOWN COUNCIL","Jaycee Spruill","JAYCEE","","SPRUILL","","","07/17/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","GUILFORD","TOWN OF SUMMERFIELD MAYOR","Dwayne Crawford","JACK","DWAYNE","CRAWFORD","","","07/07/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","TOWN OF SUMMERFIELD MAYOR","Gail Dunham","GAIL","ANN","DUNHAM","","","07/18/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","TOWN OF SUMMERFIELD MAYOR","Tim Sessoms","TIMOTHY","LEON","SESSOMS","","TIM","07/19/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","TOWN OF SUMMERFIELD TOWN COUNCIL","Mike Adams","MICHAEL","LEON","ADAMS","","","07/10/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF SUMMERFIELD TOWN COUNCIL","Dianne Laughlin","CYNTHIA","DIANNE","LAUGHLIN","","","07/19/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF SUMMERFIELD TOWN COUNCIL","Teresa Winfree Pegram","TERESA","WINFREE","PEGRAM","","","07/21/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF SUMMERFIELD TOWN COUNCIL","Todd E. Rotruck","TODD","EDWARD","ROTRUCK","","","07/18/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF WHITSETT TOWN COUNCIL","Lee (Monk) Greeson","LEE","ROY","GREESON","JR","MONK","07/19/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF WHITSETT TOWN COUNCIL","Cindy Wheeler","CYNTHIA","HYATT","WHEELER","","CINDY","07/19/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF GIBSONVILLE ALDERMAN","Jennifer Dean","JENNIFER","LYNN","DEAN","","","07/18/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF GIBSONVILLE ALDERMAN","Shannon O'Toole","SHANNON","EUGENE","OTOOLE","","","07/13/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF GIBSONVILLE ALDERMAN","Ken Pleasants","THOMAS","KENTON","PLEASANTS","","KEN","07/18/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF GIBSONVILLE ALDERMAN","Veronica Leath Revels","VERONICA","LEATH","REVELS","","","07/18/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF GIBSONVILLE ALDERMAN","Paul Thompson","PAUL","DWAYNE","THOMPSON","","","07/14/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","GUILFORD","TOWN OF KERNERSVILLE MAYOR","Dawn Morgan","DAWN","HICKEY","MORGAN","","","07/07/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","GUILFORD","TOWN OF KERNERSVILLE ALDERMAN","Debbie Albert","DEBORAH","LOUISE","ALBERT","","","07/12/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","TOWN OF KERNERSVILLE ALDERMAN","Bruce Boyer","BRUCE","PORTER","BOYER","","","07/10/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","TOWN OF KERNERSVILLE ALDERMAN","Kenny Crews","KENNETH","RAY","CREWS","","KENNY","07/07/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","TOWN OF KERNERSVILLE ALDERMAN","Michael S. Enscore","MICHAEL","STEPHEN","ENSCORE","","","07/07/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","TOWN OF KERNERSVILLE ALDERMAN","Jenny Fulton","JENNIFER","INGRAM","FULTON","","","07/11/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","TOWN OF KERNERSVILLE ALDERMAN","Irving Neal","JAMES","IRVING","NEAL","","","07/18/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","TOWN OF KERNERSVILLE ALDERMAN","Joe Pinnix","JOSEPH","L","PINNIX","","","07/11/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","TOWN OF KERNERSVILLE ALDERMAN","Chris Thompson","JOHN","CHRISTOPHER","THOMPSON","","CHRIS","07/07/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","SEDGEFIELD SANITARY DISTICT","Ron Hickman","RONALD","FRANK","HICKMAN","","RON","07/11/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","SEDGEFIELD SANITARY DISTICT","Dennis G. Howard","DENNIS","GERALD","HOWARD","","","07/14/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","SEDGEFIELD SANITARY DISTICT","Bob Stout","JAMES","ROBERT","STOUT","","BOB","07/11/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","SEDGEFIELD SANITARY DISTICT","Dick Toomey","RICHARD","GEORGE","TOOMEY","JR","DICK","07/13/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","GUILFORD","SEDGEFIELD SANITARY DISTICT","Stuart G. Tugman","STUART","GRADY","TUGMAN","JR","","07/18/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","HALIFAX","TOWN OF ENFIELD TOWN COMMISSIONER DISTRICT A","Therman Hunter","THERMAN","","HUNTER","","","07/11/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","HALIFAX","TOWN OF ENFIELD TOWN COMMISSIONER DISTRICT A","Larry McDaniel","LARRY","MITCHELL","MCDANIEL","","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","HALIFAX","TOWN OF ENFIELD TOWN COMMISSIONER DISTRICT A","Bobby Whitaker","BOBBY","C","WHITAKER","","","07/17/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","HALIFAX","TOWN OF ENFIELD TOWN COMMISSIONER DISTRICT B","Earl Harvey","EARL","C","HARVEY","","","07/11/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","HALIFAX","TOWN OF ENFIELD TOWN COMMISSIONER DISTRICT B","Kenneth Ward","KENNETH","ARNELL","WARD","","","07/21/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","HALIFAX","TOWN OF ENFIELD MAYOR","Wayne Anderson","WALTER","W","ANDERSON","","","07/21/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","HALIFAX","TOWN OF ENFIELD MAYOR","Barbara Shaw Simmons","BARBARA","S","SIMMONS","","","07/20/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","HALIFAX","TOWN OF HALIFAX TOWN COMMISSIONER","Lee Clements","EDWARD","LEE","CLEMENTS","","","07/17/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","HALIFAX","TOWN OF HALIFAX TOWN COMMISSIONER","Barbara J. Daniels","BARBARA","JEAN","DANIELS","","","07/17/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","HALIFAX","TOWN OF HALIFAX TOWN COMMISSIONER","John G. B. Suiter","JOHN","G","SUITER","","","07/18/2017","","","FALSE","FALSE","FALSE","5","2"
"11/07/2017","HALIFAX","TOWN OF HALIFAX TOWN COMMISSIONER","Christina Wells","CHRISTINA","PEOPLES","WELLS","","","07/19/2017","","","FALSE","FALSE","FALSE","5","2"
